Artigo:,Autor:,Página,Edição:,Categoria:,Componentes:,Notas:,Data:
Fonte de alimentação ajustável,,5,2,Montagem do Mês,,Fonte simétrica ajustável com voltímetro digital,Janeiro de 1996
Utilização da lâmpada em série na manutenção - Parte I,,12,2,Teoria,,,Janeiro de 1996
Teoria x Prática - Júnior,,24,2,Teoria x Prática,,,Janeiro de 1996
Croma de televisão - Parte II,,26,2,Teoria,,A subportadora de cor,Janeiro de 1996
Teoria x Prática - Profissional,,34,2,Teoria x Prática,,,Janeiro de 1996
Combinado Philco TV/VCR PVT-1410/2010,,36,2,Lançamento,,,Janeiro de 1996
Teoria x Prática - Expert,,44,2,Teoria x Prática,,,Janeiro de 1996
Desafio Eletrônico,,48,2,Diversos,,Solução do pré-amplificador Philips; promoção ICEL-CTA,Janeiro de 1996
System Gradiente DS-10,Manuel S. da Silva Filho,50,2,Reparação - Áudio,,Motores do toca-discos e tape-deck variam de rotação,Janeiro de 1996
Rádio gravador Sanyo C12MKII,"Estanislau E. P. Oliveira, Emerson dos Santos Rosa e Mário P. Pinheiro",51,2,Reparação - Áudio,,Não funciona AM e FM,Janeiro de 1996
System Sharp SG-110B,Marcelo Dias de Oliveira e Mário P. Pinheiro,52,2,Reparação - Áudio,,Sem som no canal L,Janeiro de 1996
System Philco PCS-30,Marcelo Dias de Oliveira e Paulo Daniel,53,2,Reparação - Áudio,,Não funciona,Janeiro de 1996
Televisor Philco PC-2013U (CPH-02),Estanislau E. P. Oliveira,54,2,Reparação - TV,,Não funciona; produz ruído inicial,Janeiro de 1996
Televisor Mitsubishi TC-2030,Emerson dos Santos Rosa e Estanislau E. P. Oliveira,55,2,Reparação - TV,,Não funciona,Janeiro de 1996
Televisor Sharp C-2006A,"Paulo Daniel, Estanislau E. P. Oliveira e Mário P. Pinheiro",56,2,Reparação - TV,,Aparelho não funciona,Janeiro de 1996
Televisor Mitsubishi TC-2020,Marcelo Dias de Oliveira e Mário P. Pinheiro,57,2,Reparação - TV,,Cores granuladas,Janeiro de 1996
Videocassete Philco PVC-5000,Estanislau E. P. Oliveira e Emerson dos Santos Rosa,58,2,Reparação - Vídeo,,Não sintoniza canais,Janeiro de 1996
Videocassete Panasonic G-21,,59,2,Reparação - Vídeo,,Interferências na cena ao ligar o aparelho frio,Janeiro de 1996
Videocassete Philco PVC-5400,Estanislau E. P. Oliveira,60,2,Reparação - Vídeo,,Não funciona; acende o display,Janeiro de 1996
Videocassete National/Panasonic PV-1311,José Pereira de Souza,61,2,Reparação - Vídeo,,Às vezes vai para o modo STOP,Janeiro de 1996
"Grande Avaliação de Eletrônica, Áudio/Vídeo e Automação",,62,2,Diversos,,,Janeiro de 1996
A produtividade na Assistência Técnica - Parte 1,,63,2,Diversos,,,Janeiro de 1996
Acontece,,66,2,Diversos,,Cobertura do coquetel de lançamento da revista,Janeiro de 1996
VU de lâmpadas,,5,3,Montagem do Mês,,,Fevereiro de 1996
System Philco PMD-200,,12,3,Lançamento,,,Fevereiro de 1996
Teoria x Prática - Júnior,,20,3,Teoria x Prática,,,Fevereiro de 1996
Croma de televisão - Parte III,,22,3,Teoria,,,Fevereiro de 1996
Teoria x Prática - Profissional,,34,3,Teoria x Prática,,,Fevereiro de 1996
Utilização da lâmpada em série na manutenção - Parte II,,36,3,Teoria,,,Fevereiro de 1996
Seção do leitor,,40,3,Diversos,,,Fevereiro de 1996
Teoria x Prática - Expert,,42,3,Teoria x Prática,,,Fevereiro de 1996
"Grande Avaliação de Eletrônica, Áudio e Vídeo",,44,3,Diversos,,,Fevereiro de 1996
Desafio Eletrônico,,46,3,Diversos,,,Fevereiro de 1996
Tape-deck Gradiente D475,Marcelo Dias de Oliveira e Emerson dos Santos Rosa,48,3,Reparação - Áudio,,Não realiza funções,Fevereiro de 1996
Compact disc Gradiente CDR-AT (carrossel),Carlos O. Borges,50,3,Reparação - Áudio,,Aparelho não funciona,Fevereiro de 1996
Televisor Philips 20CN4465,Estanislau E. P. Oliveira e Emerson dos Santos Rosa,52,3,Reparação - TV,,Sintoniza com chuviscos,Fevereiro de 1996
Televisor Telefunken 16C3150,Estanislau E. P. Oliveira,53,3,Reparação - TV,,A parte esquerda da tela fica escura,Fevereiro de 1996
Televisor Sharp C-2199,,54,3,Reparação - TV,,"Ao ligar, emite ruídos pausados; após 30 s o som funciona, mas não tem brilho",Fevereiro de 1996
Televisor Philco PC-2025,Estanislau E. P. Oliveira e Emerson dos Santos Rosa,55,3,Reparação - TV,,"Imagem trêmula e serrilhada, com ruído no som",Fevereiro de 1996
Videocassete Samsung VM-1260,Carlos O. B. Filho e Mário P. Pinheiro,56,3,Reparação - Vídeo,,Funções na tela e display normais; capstan não gira,Fevereiro de 1996
Videocassete Philco PVC-4000,Manoel S. S. Filho e Mário P. Pinheiro,57,3,Reparação - Vídeo,,Capstan e cilindro não giram,Fevereiro de 1996
Videocassete Philco PVC-5000,Manoel S. S. Filho,58,3,Reparação - Vídeo,,"Em PLAY, ao acionar STOP realiza outras funções",Fevereiro de 1996
Videocassete Philco PVC-5400,Estanislau E. P. Oliveira,59,3,Reparação - Vídeo,,"Não reproduz imagem da fita, só o sintonizador",Fevereiro de 1996
A produtividade na Assistência Técnica,,63,3,Diversos,,,Fevereiro de 1996
Acontece,,66,3,Diversos,,,Fevereiro de 1996
Super teste e pesquisador de som,,5,4,Montagem do Mês,,,Março de 1996
Teoria x Prática - Júnior,,18,4,Teoria x Prática,,,Março de 1996
Combinado Philco TV/VCR PVT-1410/2010,,20,4,Lançamento,,,Março de 1996
Teoria x Prática - Profissional,,28,4,Teoria x Prática,,,Março de 1996
Croma de televisão - Parte IV,,30,4,Teoria,,,Março de 1996
Teoria x Prática - Expert,,40,4,Teoria x Prática,,,Março de 1996
Seção do leitor,,42,4,Diversos,,,Março de 1996
"Avaliação Geral de Eletrônica, Áudio e Vídeo",,44,4,Diversos,,,Março de 1996
Desafio Eletrônico,,46,4,Diversos,,,Março de 1996
Toca-discos Polyvox PM-5000,Elso da Silva,48,4,Reparação - Áudio,,Prato com rotação muito rápida,Março de 1996
System CCE SS-7500,Estanislau E. P. Oliveira e Paulo Daniel S. Rodrigues,49,4,Reparação - Áudio,,Som com distorção,Março de 1996
3x1 Sharp SG-220,,50,4,Reparação - Áudio,,Tranco na parte mecânica ao ligar,Março de 1996
Rádio-gravador CCE MS-10,Manoel S. S. Filho,51,4,Reparação - Áudio,,"Liga, mas não tem som",Março de 1996
Televisor Sharp C-2006,Manoel S. S. Filho e Mário P. Pinheiro,52,4,Reparação - TV,,Não funciona,Março de 1996
Televisor Philips GL-1010,Manoel S. S. Filho,53,4,Reparação - TV,,Não funciona; faz apenas um ruído inicial,Março de 1996
Televisor Telefunken TVC412 (chassi 802),,54,4,Reparação - TV,,Funciona normalmente,Março de 1996
Televisor Semp Toshiba TVC-100CR,,55,4,Reparação - TV,,Defeito intermitente,Março de 1996
Videocassete Panasonic NV-G21,,56,4,Reparação - Vídeo,,"Reproduz bem, mas a gravação apresenta uma faixa correndo",Março de 1996
Videocassete Philco PVC-7400,,57,4,Reparação - Vídeo,,"Ao colocar a fita, após dois segundos o aparelho desliga",Março de 1996
Videocassete Panasonic PV-1360,,58,4,Reparação - Vídeo,,Imagem e som tremidos,Março de 1996
Videocassete Sharp VC-762,,59,4,Reparação - Vídeo,,,Março de 1996
Osciloscópio Kenwood CS-4035,,60,4,Reparação - Osciloscópio,,Acende a lâmpada ON mas não aparece o traço,Março de 1996
Fonte teste para VCR,,6,5,Montagem do Mês,,,Abril de 1996
Teoria x Prática - Júnior,,18,5,Teoria x Prática,,,Abril de 1996
Fonte chaveada Philco - chassi CPH05,,20,5,Teoria,,,Abril de 1996
Televisor Philco chassi CPH05,,24,5,Lançamento,,,Abril de 1996
Teoria x Prática - Profissional,,28,5,Teoria x Prática,,,Abril de 1996
Croma de televisão - Parte V,,30,5,Teoria,,,Abril de 1996
Teoria x Prática - Expert,,40,5,Teoria x Prática,,,Abril de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,42,5,Diversos,,,Abril de 1996
Desafio Eletrônico,,46,5,Diversos,,,Abril de 1996
System Philco PSS-201,Estanislau E. P. Oliveira,48,5,Reparação - Áudio,,Não funciona; nem acende o painel,Abril de 1996
System Sharp SG-30B,Marcelo Dias de Oliveira e Mário P. Pinheiro,49,5,Reparação - Áudio,,Não funciona rádio AM e FM,Abril de 1996
Rádio Motorádio RPF-M41,Mário P. Pinheiro,50,5,Reparação - Áudio,,"Funciona bem, mas o consumo de pilhas está muito alto",Abril de 1996
Amplificador Polyvox AP-500,,51,5,Reparação - Áudio,,Som distorce em um dos canais,Abril de 1996
Televisor Philips 14GL1310,"Afonso Pereira, Marcelo Dias de Oliveira e Mário P. Pinheiro",52,5,Reparação - TV,,Não funciona,Abril de 1996
Televisor CCE HPS-2050,Mário P. Pinheiro,53,5,Reparação - TV,,Não funciona,Abril de 1996
Televisor Philco B-829 (chassi 389),Marcelo Dias de Oliveira e Mário P. Pinheiro,54,5,Reparação - TV,,Vertical fechado,Abril de 1996
Televisor Philips GL-2010,Estanislau E. P. Oliveira,56,5,Reparação - TV,,Não funciona; produz ruídos,Abril de 1996
Videocassete Gradiente GV-504,,57,5,Reparação - Vídeo,,Produz ruídos e não funciona,Abril de 1996
Videocassete Philco PVC-5000,Marcelo Dias de Oliveira,58,5,Reparação - Vídeo,,Ruído na parte de baixo da imagem,Abril de 1996
Videocassete CCE VCR-9800,,59,5,Reparação - Vídeo,,Ao acionar PLAY funciona 3 s e volta a STOP,Abril de 1996
Videocassete Philco PVC-6000,,60,5,Reparação - Vídeo,,Desliga quando se liga o chuveiro ou a geladeira,Abril de 1996
Osciloscópio Kenwood CS-4025,,61,5,Reparação - Osciloscópio,,Variações de brilho no feixe de elétrons,Abril de 1996
Organização na Assistência Técnica - II,,63,5,Diversos,,,Abril de 1996
Acontece,,66,5,Diversos,,,Abril de 1996
Câmera de vídeo em cores (experimental),,5,6,Montagem do Mês,,,Maio de 1996
Motores Direct Drive (D.D.),,14,6,Teoria,,,Maio de 1996
Teoria x Prática - Júnior,,20,6,Teoria x Prática,,,Maio de 1996
Televisor Philco chassi CPH-05,,22,6,Lançamento,,,Maio de 1996
Teoria x Prática - Profissional,,30,6,Teoria x Prática,,,Maio de 1996
Croma de televisão - Parte VI,,32,6,Teoria,,,Maio de 1996
Teoria x Prática - Expert,,42,6,Teoria x Prática,,,Maio de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,44,6,Diversos,,,Maio de 1996
Desafio Eletrônico,,46,6,Diversos,,,Maio de 1996
Receiver Gradiente STR-1050,Marcelo D. Oliveira,48,6,Reparação - Áudio,,Não funciona,Maio de 1996
Tape-deck Akai RX-R44,Marcelo D. Oliveira e Emerson S. Rosa,49,6,Reparação - Áudio,,Não funciona,Maio de 1996
System Gradiente MS-188,,50,6,Reparação - Áudio,,"Ao ligar os dois tapes, o motor para de girar",Maio de 1996
System Sharp SG-18B,Manoel S. S. Filho e Mário P. Pinheiro,51,6,Reparação - Áudio,,Grava com muita distorção,Maio de 1996
Televisor Philco PC-1426,Manoel S. S. Filho e Mário P. Pinheiro,52,6,Reparação - TV,,Não grava canais,Maio de 1996
Televisor Mitsubishi TC-2030,Manoel S. S. Filho e Mário P. Pinheiro,53,6,Reparação - TV,,Não funciona; sem brilho,Maio de 1996
Televisor Mitsubishi TC-2001Z,Marcelo D. Oliveira e Mário P. Pinheiro,54,6,Reparação - TV,,Não funciona; bate o relé,Maio de 1996
Televisor Sharp C-1484,Marcelo D. Oliveira e Mário P. Pinheiro,55,6,Reparação - TV,,Chuviscos na imagem,Maio de 1996
Videocassete JVC D-641,Marcelo D. Oliveira e Mário P. Pinheiro,56,6,Reparação - Vídeo,,Na velocidade SLP apresenta ruídos,Maio de 1996
Videocassete Toshiba X-61M,Paulo Daniel S. Rodrigues,57,6,Reparação - Vídeo,,Não funciona,Maio de 1996
Videocassete CCE VCA-79X,Alunos CTA e Mário P. Pinheiro,58,6,Reparação - Vídeo,,"Display acende, mas o vídeo não funciona",Maio de 1996
Videocassete CCE VCR-30X,Carlos O. B. Filho,59,6,Reparação - Vídeo,,A sintonia de canais foge intermitentemente,Maio de 1996
Super Índice,,61,6,Diversos,,Índice das edições anteriores,Maio de 1996
Organização na Assistência Técnica,,63,6,Diversos,,,Maio de 1996
Acontece,,66,6,Diversos,,,Maio de 1996
Decodificador NTSC (experimental),,5,7,Montagem do Mês,,,Junho de 1996
Motores Direct Drive (D.D.),,14,7,Teoria,,,Junho de 1996
Seção do leitor,,19,7,Diversos,,,Junho de 1996
Flash-Back: televisor Telefunken chassi 841,,21,7,Flash-Back,,,Junho de 1996
Teoria x Prática - Júnior,,30,7,Teoria x Prática,,,Junho de 1996
Croma de televisão - Parte VII,,32,7,Teoria,,,Junho de 1996
Teoria x Prática - Profissional,,40,7,Teoria x Prática,,,Junho de 1996
Desafio Eletrônico,,42,7,Diversos,,,Junho de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,44,7,Diversos,,,Junho de 1996
Teoria x Prática - Expert,,46,7,Teoria x Prática,,,Junho de 1996
3x1 Sony HMK-323BS,Carlos O. B. Filho e Mário P. Pinheiro,48,7,Reparação - Áudio,,FM e AM não funcionam bem,Junho de 1996
Amplificador Gradiente M-80,Carlos O. B. Filho,49,7,Reparação - Áudio,,Ruído forte em um dos canais,Junho de 1996
Tape-deck Gradiente CD-2100,Carlos O. B. Filho e Mário P. Pinheiro,50,7,Reparação - Áudio,,Ruído forte em um dos canais,Junho de 1996
3x1 Sharp SG-220,Mário P. Pinheiro e alunos CTA Eletrônica,51,7,Reparação - Áudio,,Não tem som,Junho de 1996
Televisor Semp Toshiba TVC-164,,52,7,Reparação - TV,,Quadro fechado no sentido horizontal,Junho de 1996
Televisor Philips 20CT6456 (CTO),Mário P. Pinheiro,53,7,Reparação - TV,,Serrilhamento horizontal,Junho de 1996
Televisor Philips 20CT6255 (CTO),Mário P. Pinheiro e alunos de TVC-II da CTA,54,7,Reparação - TV,,Fica sempre em stand-by,Junho de 1996
Televisor Philips 20CN6985,Marcelo D. Oliveira e Emerson dos Santos Rosa,55,7,Reparação - TV,,Vertical fechado,Junho de 1996
Televisor Philips 20CN6985,Marcelo D. Oliveira e Emerson dos Santos Rosa,56,7,Reparação - TV,,Imagem turquesa; pouco vermelho,Junho de 1996
Videocassete Semp Toshiba M-X61M,,57,7,Reparação - Vídeo,,Aciona POWER mas logo se desliga,Junho de 1996
Videocassete Philco PVC-5000,Marcelo D. Oliveira,58,7,Reparação - Vídeo,,Imagem distorcida e com excesso de branco,Junho de 1996
Videocassete Mitsubishi HS-X20,,59,7,Reparação - Vídeo,,Não funciona PLAY; desliga ao acionar,Junho de 1996
Videocassete Sharp VC-794B,Carlos O. B. Filho e Mário P. Pinheiro,60,7,Reparação - Vídeo,,Não memoriza canais,Junho de 1996
Organização na Assistência Técnica,,63,7,Diversos,,,Junho de 1996
Acontece,,66,7,Diversos,,,Junho de 1996
Adaptação PAL (transmissão e recepção),,5,8,Montagem do Mês,,,Julho de 1996
Motores Direct Drive (D.D.) - Parte III,,14,8,Teoria,,,Julho de 1996
Teoria x Prática - Júnior,,20,8,Teoria x Prática,,,Julho de 1996
Flash-Back: televisor Telefunken chassi 841,,22,8,Flash-Back,,,Julho de 1996
Seção do leitor,,29,8,Diversos,,,Julho de 1996
Croma de televisão - Parte VIII,,32,8,Teoria,,,Julho de 1996
Teoria x Prática - Profissional,,40,8,Teoria x Prática,,,Julho de 1996
Desafio Eletrônico,,42,8,Diversos,,,Julho de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,44,8,Diversos,,,Julho de 1996
Teoria x Prática - Expert,,46,8,Teoria x Prática,,,Julho de 1996
Auto rádio toca-fitas Bosch Los Angeles III,Manoel S. S. Filho e Mário P. Pinheiro,48,8,Reparação - Áudio,,"Rádio funciona, mas não aceita fita",Julho de 1996
Auto rádio toca-fitas Cougar CS-832,Manoel S. S. Filho,49,8,Reparação - Áudio,,"Não acende o display, mas o rádio funciona",Julho de 1996
System Gradiente DS-690,Estanislau E. P. Oliveira e Aluísio Anderson da Silveira,50,8,Reparação - Áudio,,Não funciona,Julho de 1996
System Sharp SG-15B,Estanislau E. P. Oliveira,51,8,Reparação - Áudio,,Um canal não funciona; toca-discos não gira,Julho de 1996
Televisor Philips 20GL1044,"Alunos de EVC-II, Estanislau E. P. Oliveira e Mário P. Pinheiro",52,8,Reparação - TV,,Imagem verde com linhas de retorno,Julho de 1996
Televisor Philco chassi 384,Emerson S. Rosa e Estanislau E. P. Oliveira,53,8,Reparação - TV,,Imagem dobrada no centro da tela,Julho de 1996
Televisor Philco PC-2004,Alunos de TVC-II e Mário P. Pinheiro,54,8,Reparação - TV,,Televisor desarmando,Julho de 1996
Televisor Philips GL-1040,Alunos de TVC-II,55,8,Reparação - TV,,Imagem com pouco brilho e contraste; falta resolução,Julho de 1996
Videocassete Sharp VC-1094B,Estanislau E. P. Oliveira e Mário P. Pinheiro,56,8,Reparação - Vídeo,,Não aceita fita e não acende display,Julho de 1996
Videocassete Sharp VC-1094B,Estanislau E. P. Oliveira e Emerson S. Rosa,57,8,Reparação - Vídeo,,Capstan não gira,Julho de 1996
Videocassete Philco PVC-5900,,58,8,Reparação - Vídeo,,Imagem da fita normal; sem imagem de vídeo dos canais,Julho de 1996
Videocassete Philco PVC-8200,Estanislau E. P. Oliveira e Emerson S. Rosa,59,8,Reparação - Vídeo,,Não funciona,Julho de 1996
Gerador de funções Philips PM5131,Aluísio Anderson da Silveira,60,8,Reparação - Instrumentos,,Distorce a forma de onda em baixas frequências,Julho de 1996
O futuro da Eletrônica no Brasil,,63,8,Diversos,,,Julho de 1996
Acontece,,66,8,Diversos,,,Julho de 1996
Detector de defeitos intermitentes,,5,9,Montagem do Mês,,,Agosto de 1996
Flash-Back: televisor Telefunken chassi 841,,14,9,Flash-Back,,,Agosto de 1996
Teoria x Prática - Júnior,,30,9,Teoria x Prática,,,Agosto de 1996
Croma de videocassete - Parte I,,32,9,Teoria,,,Agosto de 1996
Teoria x Prática - Profissional,,42,9,Teoria x Prática,,,Agosto de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,44,9,Diversos,,,Agosto de 1996
Teoria x Prática - Expert,,46,9,Teoria x Prática,,,Agosto de 1996
Desafio Eletrônico,,49,9,Diversos,,,Agosto de 1996
System CCE SS-9000,"Estanislau E. P. Oliveira, Aluísio Anderson e Mário P. Pinheiro",50,9,Reparação - Áudio,,Não funciona,Agosto de 1996
System CCE SS-9000,"Estanislau E. P. Oliveira, Emerson dos S. Rosa e Mário P. Pinheiro",51,9,Reparação - Áudio,,Não tem som em um dos canais,Agosto de 1996
Auto rádio toca-fitas Bosch Rio de Janeiro (tipo DC),Estanislau E. P. Oliveira,52,9,Reparação - Áudio,,Não funciona,Agosto de 1996
CD Gradiente CDC-AT (carrossel),,53,9,Reparação - Áudio,,A bandeja não se posiciona; erro no display,Agosto de 1996
Televisor Sanyo CTP 6751-00,Estanislau E. P. Oliveira e Aluísio Anderson,54,9,Reparação - TV,,Não funciona; produz apenas ruídos,Agosto de 1996
Televisor Sanyo CTP 6751-00,Estanislau E. P. Oliveira e Aluísio Anderson,55,9,Reparação - TV,,Som distorcido; imagem normal,Agosto de 1996
Televisor Mitsubishi TC-2020,Estanislau E. P. Oliveira e Emerson dos S. Rosa,56,9,Reparação - TV,,Vertical fechado,Agosto de 1996
Televisor Philips chassi CTO,Estanislau E. P. Oliveira e Aluísio Anderson,57,9,Reparação - TV,,Não memoriza canais,Agosto de 1996
Videocassete Panasonic NV-L26BR,Estanislau E. P. Oliveira,58,9,Reparação - Vídeo,,Não apresenta sinal de vídeo dos canais,Agosto de 1996
Videocassete Panasonic PV-4700,Estanislau E. P. Oliveira,59,9,Reparação - Vídeo,,Não funciona; não acende display,Agosto de 1996
Videocassete Goldstar GHV-1240M,Estanislau E. P. Oliveira e Emerson S. Rosa,60,9,Reparação - Vídeo,,Não funciona,Agosto de 1996
Videocassete Panasonic NV-G21,Estanislau E. P. Oliveira e Aluísio Anderson,61,9,Reparação - Vídeo,,Não grava som,Agosto de 1996
O atendimento na prestação de serviços,,64,9,Diversos,,,Agosto de 1996
Comutador automático de tensão,,5,10,Montagem do Mês,,,Setembro de 1996
Seção do leitor,,14,10,Diversos,,,Setembro de 1996
Teoria x Prática - Júnior,,16,10,Teoria x Prática,,,Setembro de 1996
Flash-Back: televisor Philips chassi GR-1,,18,10,Flash-Back,,,Setembro de 1996
Teoria x Prática - Profissional,,28,10,Teoria x Prática,,,Setembro de 1996
Croma de videocassete - Parte II,,30,10,Teoria,,,Setembro de 1996
Informática,,40,10,Teoria,,,Setembro de 1996
Teoria x Prática - Expert,,44,10,Teoria x Prática,,,Setembro de 1996
Utilizando o detector de defeitos intermitentes,,46,10,Teoria,,,Setembro de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,52,10,Diversos,,,Setembro de 1996
Auto rádio toca-fitas Bosch Rio de Janeiro,,54,10,Reparação - Áudio,,,Setembro de 1996
Auto rádio toca-fitas Motorádio ACE-M22,,55,10,Reparação - Áudio,,Corta o rádio e apaga o display intermitentemente,Setembro de 1996
System Gradiente DS-25,Antônio Clério e Mário P. Pinheiro,56,10,Reparação - Áudio,,Não funciona AM,Setembro de 1996
System Sharp SG-18B,Argemiro V. Souza,57,10,Reparação - Áudio,,FM não funciona; AM normal,Setembro de 1996
Televisor Semp Toshiba TS-207VS,,58,10,Reparação - TV,,Serrilhamento horizontal; linhas claras no topo,Setembro de 1996
Televisor Telefunken VC-472,"Emerson S. Rosa, Estanislau E. P. Oliveira e Mário P. Pinheiro",59,10,Reparação - TV,,Sem foco,Setembro de 1996
Televisor Sony KV-2959T,"Emerson S. Rosa, Estanislau E. P. Oliveira e Mário P. Pinheiro",61,10,Reparação - TV,,Chuviscos nos canais baixos (2 a 6),Setembro de 1996
Videocassete Panasonic NV-G21,,62,10,Reparação - Vídeo,,A mecânica se comporta de maneira estranha,Setembro de 1996
Videocassete Panasonic PV-4920,,63,10,Reparação - Vídeo,,Vibrações na imagem e alteração do brilho no display,Setembro de 1996
Videocassete CCE VCR-74X,"Emerson S. Rosa, Estanislau E. P. Oliveira e Mário P. Pinheiro",64,10,Reparação - Vídeo,,"Display acende, mas o vídeo não funciona",Setembro de 1996
Videocassete Panasonic NV-G46BR,,65,10,Reparação - Vídeo,,Não entra a fita; a mecânica produz ruídos,Setembro de 1996
Acontece,,66,10,Diversos,,,Setembro de 1996
Rádio AM,,5,11,Montagem do Mês,,,Outubro de 1996
Por dentro do automóvel,,14,11,Teoria,,,Outubro de 1996
Teoria x Prática - Júnior,,16,11,Teoria x Prática,,,Outubro de 1996
Flash-Back: televisor Philips chassi GR-1,,18,11,Flash-Back,,,Outubro de 1996
Motores D.D. - Parte IV,,25,11,Teoria,,,Outubro de 1996
Teoria x Prática - Profissional,,28,11,Teoria x Prática,,,Outubro de 1996
Utilizando o detector de defeitos intermitentes,,30,11,Teoria,,,Outubro de 1996
Teoria x Prática - Expert,,36,11,Teoria x Prática,,,Outubro de 1996
Informática,,38,11,Teoria,,,Outubro de 1996
Croma de videocassete - Parte III,,40,11,Teoria,,,Outubro de 1996
Avaliação Geral de Eletrônica e Áudio e Vídeo,,48,11,Diversos,,,Outubro de 1996
CD Philips AK-601,Flávio Pereira de Oliveira,54,11,Reparação - Áudio,,O CD às vezes muda de música e desliga sozinho,Outubro de 1996
System Philips AS-9604,Flávio Pereira de Oliveira,55,11,Reparação - Áudio,,Saída aquece; não há som,Outubro de 1996
System Philips FW-56,Flávio Pereira de Oliveira,56,11,Reparação - Áudio,,Liga e desliga logo em seguida,Outubro de 1996
Rádio Philco RD-101,Manoel S. S. Filho,57,11,Reparação - Áudio,,Som muito distorcido,Outubro de 1996
Televisor Telefunken/Gradiente 14C5160 (chassi TX-75),Emerson S. Rosa e Estanislau E. P. Oliveira,58,11,Reparação - TV,,Não funciona,Outubro de 1996
Televisor Philips 20CT6055,"Emerson S. Rosa, Estanislau E. P. Oliveira e Mário P. Pinheiro",59,11,Reparação - TV,,Apenas chuviscos,Outubro de 1996
Televisor Broksonic CTR-2808T,Aluísio Anderson e Estanislau E. P. Oliveira,60,11,Reparação - TV,,Liga e desliga intermitentemente,Outubro de 1996
Televisor Sharp TVC-1484A,Alunos de TVC-II,61,11,Reparação - TV,,Vertical levemente fechado na parte superior,Outubro de 1996
Combinado VCR/TV Emerson VT-2021,"Emerson S. Rosa, Estanislau E. P. Oliveira e Mário P. Pinheiro",62,11,Reparação - Vídeo,,Não funciona a fita,Outubro de 1996
Videocassete Panasonic NV-1123PN,Emerson S. Rosa,63,11,Reparação - Vídeo,,Acende o display (stand-by); não funciona a fita,Outubro de 1996
