Artigo:,Autor:,Página:,Edição:,Categorias:,Componentes:,Notas:,Data:
Efeito audiovisual,,3,1,,,,1987
Rádio ligado por fósforo,,4,1,,,,1987
Conversor resistência/tensão,,4,1,,,,1987
Relé contra falta de fase (industrial),,5,1,,,,1987
Módulos de recepção OM,,5,1,,,,1987
Driver para motores CC,,6,1,,,,1987
Gerador de barras + microfone sem fio de FM,,7,1,,,,1987
Ativação de carga por ruído ambiente,,8,1,,,,1987
Identificador de polaridade de transistores,,10,1,,,,1987
Controle de carga externa com MSX,,10,1,,,,1987
Dois medidores de intensidade de campo,,11,1,,,,1987
Ohmímetro de leds,,12,1,,,,1987
Rádio AM/FM,,13,1,,,,1987
Codificador,,14,1,,,,1987
Minissemáforo,,15,1,,,,1987
Oscilador fotossensível,,15,1,,,,1987
Provador astável de diodos,,20,1,,,,1987
Comutador simples 110/220V,,20,1,,,,1987
VU-de-leds,,21,1,,,,1987
Detector de níveis lógicos,,22,1,,,,1987
"""Sara-tudo""",,22,1,,,,1987
Alarme temporizado,,23,1,,,,1987
Amplificador integrado de 2W,,23,1,,,,1987
Central transmissora,,24,1,,,,1987
Controle de temperatura,,24,1,,,,1987
Provador lógico diferente,,25,1,,,,1987
Controle de balanço para carros,,25,1,,,,1987
Tiro ao alvo,,26,1,,,,1987
Minifliperama,,28,1,,,,1987
Relé de sub e sobretensão da rede,,28,1,,,,1987
Miniamplificador ou caixa amplificada,,29,1,,,,1987
Seqüencial reversível de 5 canais,,30,1,,,,1987
Chocante,,30,1,,,,1987
Controle de velocidade para motores CA até 1.200 Watts,,31,1,,,,1987
Eficiente alarme contra ladrões,,32,1,,,,1987
Programa para polarização de transistores,,33,1,,,,1987
Teste simples de diodos,,33,1,,,,1987
Multiteste versátil,,34,1,,,,1987
Minigerador experimental,,34,1,,,,1987
Osciloscópio com leds,,35,1,,,,1987
Fotocontrole temporizado,,36,1,,,,1987
Seqüencial maluco,,37,1,,,,1987
Seqüencial rítmico para o carro,,37,1,,,,1987
Carregador de baterias - Fonte para toca-fitas e PX,,38,1,,,,1987
Senha programável,,40,1,,,,1987
Novo controle-remoto,,40,1,,,,1987
"""Testa-tudo""",,41,1,,,,1987
Injetor de sinais,,41,1,,,,1987
Superagudo passivo para guitarra ou contrabaixo,,42,1,,,,1987
Amplificador de uso geral,,43,1,,,,1987
Indicador de tensão,,43,1,,,,1987
Roger Beep para o PX Sharp,,44,1,,,,1987
Capacímetro por som,,44,1,,,,1987
Carregador automático de baterias,,46,1,,,,1987
Transmissor de FM,,47,1,,,,1987
Indicador de níveis lógicos,,47,1,,,,1987
Oscilador para telegrafia de múltiplo tom,,48,1,,,,1987
Programa para cálculo de capacitores em série ou resistores em paralelo,,49,1,,,,1987
Sinalizador de FM,,49,1,,,,1987
Miniórgão com vibrato,,50,1,,,,1987
Sintonia simples por varicap,,50,1,,,,1987
Pisca-pisca para bicicleta,,52,1,,,,1987
Freqüencímetro de 1 Hz a 300 kHz,,52,1,,,,1987
Duas antenas para a faixa do cidadão,,53,1,,,,1987
Controle de nível de caixa d'água,,53,1,,,,1987
Manipulador eletrônico,,56,1,,,,1987
Alarme temporizado para o carro,,57,1,,,,1987
Microfone a pilha,,57,1,,,,1987
Novo joystick para o Atari,,58,1,,,,1987
Campainha musical,,58,1,,,,1987
Vaca eletrônica,,59,1,,,,1987
Indicador de sintonia para FM,,60,1,,,,1987
Simples mas eficaz provador de zener,,60,1,,,,1987
Antena econômica para PX,,62,1,,,,1987
Microrrádio AM,,62,1,,,,1987
Gerador de sons complexos,,63,1,,,,1987
Temporizador seqüencial,,64,1,,,,1987
Transmissor órgão de FM,,64,1,,,,1987
Roleta eletrônica,,65,1,,,,1987
Vento eletrônico,,66,1,,,,1987
Fonte para o Data Corder,,66,1,,,,1987
Pré-amplificador universal,,67,1,,,,1987
Dimmer para 8 Ampères,,67,1,,,,1987
Alterando receptor de FM para VHF,,68,1,,,,1987
Acionador de rádio por lanterna,,70,1,,,,1987
Leds rítmicos,,70,1,,,,1987
Sirene dupla - americana + inglesa,,71,1,,,,1987
Alarme de aproximação,,71,1,,,,1987
Eletroscópio eletrônico,,72,1,,,,1987
Fonte sem transformador,,72,1,,,,1987
Adaptador de nível,,73,1,,,,1987
Jogo de palitinhos,,74,1,,,,1987
Monitor de irrigação de solo,,75,1,,,,1987
Minissirene,,75,1,,,,1987
Grid-Dip Meter,,76,1,,,,1987
Comutador automático 110/220V,,78,1,,,,1987
Sinalizador de portões,,78,1,,,,1987
Fonte escalonada + gerador de áudio,,79,1,,,,1987
Seqüencial diferente,,79,1,,,,1987
Sistema de segurança por telefone ou telerrecado,,80,1,,,,1987
Minitransmissor de ótima estabilidade,,82,1,,,,1987
Freqüencímetro digital,,82,1,,,,1987
Minicomputador para a garotada,,83,1,,,,1987
Verificador de diodos zener II,,84,1,,,,1987
Milivoltímetro de AC,,85,1,,,,1987
Intercomunicador bilateral,,86,1,,,,1987
Temporizador programável,,88,1,,,,1987
Chave digital programável,,89,1,,,,1987
Programador para música eletrônica,,90,1,,,,1987
Freqüencímetro digital,,91,1,,,,1987
Lâmpada prolongada com interruptor crepuscular,,94,1,,,,1987
Receptor elementar de ondas médias,,95,1,,,,1987
Transformador eletrônico de 1.500W,,95,1,,,,1987
Oscilador telegráfico II,,96,1,,,,1987
Simples injetor de sinais,,96,1,,,,1987
Tacômetro óptico,,96,1,,,,1987
Efeito rítmico seqüencial,,98,1,,,,1987
Pisca-pisca simples,,100,1,,,,1987
Amplificador de 20W,,100,1,,,,1987
Amplificador integrado,,101,1,,,,1987
Caixa de substituição de capacitores,,101,1,,,,1987
Lâmpada de ponto,,102,1,,,,1987
Acordeom eletrônico a pilha,,103,1,,,,1987
Codificador automático para telegrafia,,104,1,,,,1987
Multiplex sem complicação,,106,1,,,,1987
Limitador de ruído para gravador,,3,2,,,,1987
Grampeador telefônico,,3,2,,,,1987
Tiro ao alvo eletrônico,,4,2,,,,1987
Iluminação de emergência,,4,2,,,,1987
Interruptor crepuscular,,5,2,,,,1987
Analisador dinâmico,,5,2,,,,1987
Meça hFE com o multímetro,,6,2,,,,1987
Digitime - Temporizador digital programável de 5 minutos a 12 horas,,6,2,,,,1987
Programa para conversão de unidades,,8,2,,,,1987
Multiprovador automático,,8,2,,,,1987
Simulador de estéreo para TV,,9,2,,,,1987
Fonte sem transformador,,9,2,,,,1987
Órgão eletrônico de várias oitavas,,10,2,,,,1987
Injetor com alimentação da rede,,10,2,,,,1987
Alarme visual para telefone fora do gancho,,11,2,,,,1987
Interruptor de toque,,11,2,,,,1987
Servo luz rítmica,,12,2,,,,1987
Intercomunicador,,12,2,,,,1987
Osciloscópio com LEDs,,12,2,,,,1987
Testador de transistor no circuito,,14,2,,,,1987
Pistola laser,,14,2,,,,1987
Chave digital CMOs,,15,2,,,,1987
Sirene,,15,2,,,,1987
Antifurto para o carro,,16,2,,,,1987
Ponteira de teste CA/CC,,17,2,,,,1987
Pisca neon experimental,,17,2,,,,1987
Amperímetro econômico,,18,2,,,,1987
Foto reed-relé,,18,2,,,,1987
Temporizador de precisão,,19,2,,,,1987
Timer 555,,20,2,,,,1987
Carregador de pilhas de níquel/cádmio,,20,2,,,,1987
Assobiador seqüencial,,26,2,,,,1987
Timer decrescente,,26,2,,,,1987
Alerta sonoro para pisca-pisca,,28,2,,,,1987
Simulador de SCR,,28,2,,,,1987
Inversor para lâmpada fluorescente,,29,2,,,,1987
"Amplificador de 6,2W",,30,2,,,,1987
Efeitos sonoros,,30,2,,,,1987
Relógio digital,,31,2,,,,1987
Sirene francesa de alta potência,,32,2,,,,1987
Tiro ao alvo para o TRS80,,32,2,,,,1987
Resistores/capacitores no computador,,34,2,,,,1987
VU de LEDs diferente,,35,2,,,,1987
Central de som,,36,2,,,,1987
Robô pisca-pisca,,36,2,,,,1987
Indicador de sintonia,,37,2,,,,1987
Regulador/estabilizador de tensão,,37,2,,,,1987
Robô carimbador,,38,2,,,,1987
Multivibrador de 1 kHz,,38,2,,,,1987
Efeito audiovisual simplificado,,39,2,,,,1987
Dimmer,,39,2,,,,1987
Pré para guitarra e baixo,,40,2,,,,1987
Poupador de lâmpadas,,40,2,,,,1987
Luz estroboscópica para regulagem de automóveis,,42,2,,,,1987
Controle de inversão automática para motores,,43,2,,,,1987
Sintetizador de voz para Apple,,43,2,,,,1987
Mixer de áudio,,45,2,,,,1987
Alarme musical para o MM5402,,45,2,,,,1987
Lâmpada automática para garagem,,46,2,,,,1987
Indicador de final de câmbio,,47,2,,,,1987
Distorcedor para guitarra,,47,2,,,,1987
Trêmulo estéreo,,48,2,,,,1987
"Alarme residencial ""magnético""",,48,2,,,,1987
Sirene controlada por luz,,49,2,,,,1987
Transformador de estado sólido,,49,2,,,,1987
Fonte com indicador digital de tensão,,50,2,,,,1987
Transmissor de fonia e CW em FM,,51,2,,,,1987
Sistema de proteção contra incêndios,,51,2,,,,1987
Unidade de controle remoto,,52,2,,,,1987
Protetor contra sub/sobre tensão,,52,2,,,,1987
Microfone pré-amplificado multiuso,,53,2,,,,1987
Disparador de foguete por controle remoto,,54,2,,,,1987
Chocadeira eletrônica,,54,2,,,,1987
Fonte tiristorizada de 0-16V x 5A,,56,2,,,,1987
Tiro no escuro,,56,2,,,,1987
Chave eletrônica para videojogo,,57,2,,,,1987
Adaptador para transformar freqüencímetro em tacômetro,,57,2,,,,1987
Seqüencial convergente/divergente,,58,2,,,,1987
Indicador final para tape,,59,2,,,,1987
Iluminação de emergência,,59,2,,,,1987
Radiocontrole monocanal,,60,2,,,,1987
Interruptor de toque,,60,2,,,,1987
Gerador de sinal,,61,2,,,,1987
Receptor de VHF,,61,2,,,,1987
Proteção contra curto-circuito para bancada,,62,2,,,,1987
Roleta eletrônica,,63,2,,,,1987
Salva-programa para micro,,63,2,,,,1987
Vibrato,,64,2,,,,1987
Alarme de umidade,,65,2,,,,1987
Modulador para guitarra,,65,2,,,,1987
Walk-talk para 1 km,,66,2,,,,1987
Testador de cabos para áudio,,66,2,,,,1987
Rádio FM estéreo,,67,2,,,,1987
Oscilador telegráfico,,67,2,,,,1987
Roleta + dado eletrônico,,70,2,,,,1987
Amplificador valvulado,,70,2,,,,1987
VU de LEDs sofisticado,,71,2,,,,1987
Amplificador de 15W,,72,2,,,,1987
Amplificador de potência,,72,2,,,,1987
Multiprovador para bancada,,73,2,,,,1987
Alarme automotivo multifunção,,73,2,,,,1987
Fonte de 0-30V,,74,2,,,,1987
Amplificador de 10W,,74,2,,,,1987
Receptor sem alimentação,,75,2,,,,1987
Tiro ao alvo digital,,75,2,,,,1987
Proteção contra corrosão de antenas,,76,2,,,,1987
Cronômetro digital,,76,2,,,,1987
Teste de circuitos digitais,,77,2,,,,1987
Luz rítmica fluorescente para o carro,,78,2,,,,1987
Chave digital programável,,78,2,,,,1987
"Órgão ""power sound""",,79,2,,,,1987
Inversor para multímetros,,80,2,,,,1987
Injetor de duas freqüências,,80,2,,,,1987
Adaptação de chave VCR,,80,2,,,,1987
Simples teste de transistores,,81,2,,,,1987
Teste para transistores,,81,2,,,,1987
Rádio integrado,,82,2,,,,1987
Calendário semanal,,82,2,,,,1987
Amplificador de 5W,,83,2,,,,1987
Luz super-rítmica,,83,2,,,,1987
Roger-bip para rádio,,84,2,,,,1987
Seqüencial crazy,,85,2,,,,1987
Multiprovador digital,,86,2,,,,1987
Interface sem conexão com microcomputador,,87,2,,,,1987
Potenciômetro eletrônico,,88,2,,,,1987
TV Reparação,,89,2,,,,1987
Temporizador programável de 1 a 999 minutos,,3,3,,,,1988
Controle automático para bombas,,4,3,,,,1988
Mixer estéreo de duas entradas,,5,3,,,,1988
Alarme contra roubo de automóveis,,6,3,,,,1988
Microorgão eletrônico,,7,3,,,,1988
Redutor 6/9V para carro,,8,3,,,,1988
Chave digital de áudio,,8,3,,,,1988
Codificador por pulsos,,9,3,,,,1988
Provador de capacitores,,10,3,,,,1988
Mesa de revelação para silk-screen,,10,3,,,,1988
Calidoscópio bicolor,,11,3,,,,1988
Disparador de foguetes,,12,3,,,,1988
Chuveiro programado,,12,3,,,,1988
Amplificador valvulado de 10W,,13,3,,,,1988
Gerador de vídeo,,14,3,,,,1988
Ratoeira eletrônica,,15,3,,,,1988
Alarme de passagem,,16,3,,,,1988
Injetor/provador de continuidade,,16,3,,,,1988
Controlador seqüencial temporizado,,16,3,,,,1988
Gerador de sons especiais,,17,3,,,,1988
Temporizador automático,,18,3,,,,1988
Alarme residencial temporizado,,18,3,,,,1988
Chocadeira eletrônica,,19,3,,,,1988
Rádio de ondas médias,,20,3,,,,1988
Reset para o TK-85,,20,3,,,,1988
Sustentador para guitarra,,20,3,,,,1988
Imagem de prova no micro,,21,3,,,,1988
Amplificador de média potência,,22,3,,,,1988
Minitemporizador com unijunção,,22,3,,,,1988
Estação transmissora de FM,,23,3,,,,1988
Medidor de correntes elevadas CA e CC,,23,3,,,,1988
Conversor CC/CA para 25W,,24,3,,,,1988
Circuito de chaveamento de antena para o Atari,,24,3,,,,1988
Oscilador telegráfico,,25,3,,,,1988
Provador/medidor de componentes,,25,3,,,,1988
Contador didático por toque,,26,3,,,,1988
Codortrônica,,26,3,,,,1988
Sirene americana,,27,3,,,,1988
Provador de níveis lógicos,,27,3,,,,1988
Multitester,,28,3,,,,1988
Multímetro digital,,28,3,,,,1988
Lanterna automática controlada por luz,,30,3,,,,1988
Capacímetro,,30,3,,,,1988
Transmissor de FM,,31,3,,,,1988
Circuito para fluorescentes,,32,3,,,,1988
Teste para 4011/4001,,32,3,,,,1988
Controle remoto de volume,,32,3,,,,1988
Multímetro digital (II),,34,3,,,,1988
Alarme contra voltagem errada,,35,3,,,,1988
Decodificador BCD/7 segmentos,,35,3,,,,1988
Relé de falta de fase,,36,3,,,,1988
Sensor de caixa d'água com alarme programável,,37,3,,,,1988
Zumbidor,,37,3,,,,1988
Seqüencial bicolor,,38,3,,,,1988
Display de algarismos romanos,,38,3,,,,1988
Interruptor crepuscular,,40,3,,,,1988
Central de jogos,,40,3,,,,1988
Arquivo de componentes,,41,3,,,,1988
Ohmímetro/capacímetro,,42,3,,,,1988
Relógio com música,,42,3,,,,1988
Controle de potência até 1000W,,43,3,,,,1988
Móbile eletrônico,,44,3,,,,1988
Seqüencial varredura,,45,3,,,,1988
Estação de FM,,52,3,,,,1988
Modem minirrede,,52,3,,,,1988
Luminoso de rua,,54,3,,,,1988
Micromesa de som – Micromix 8,,54,3,,,,1988
Fechadura e alarme eletrônicos,,56,3,,,,1988
Manipulador eletrônico,,56,3,,,,1988
Temporizador econômico,,57,3,,,,1988
Bip-bip eletrônico,,58,3,,,,1988
Sino eletrônico,,58,3,,,,1988
Gerador experimental de MAT,,58,3,,,,1988
Intercomunicador audiovisual,,59,3,,,,1988
Distorcedor para guitarra,,59,3,,,,1988
Central de rádio,,60,3,,,,1988
Fonte sem transformador,,60,3,,,,1988
Interruptor com temporizador,,61,3,,,,1988
Medidor de intensidade de campo,,61,3,,,,1988
Gerador de barras por microcomputador,,62,3,,,,1988
Diginatal,,63,3,,,,1988
Injetor de ondas médias,,64,3,,,,1988
Teste de capacitores (AT),,64,3,,,,1988
Seqüencial cruzador,,64,3,,,,1988
Controle luminoso de velocidade,,65,3,,,,1988
Fonte simétrica de 12V e simples de 5V,,66,3,,,,1988
Pré-amplificador para microfone ou cápsula dinâmica,,66,3,,,,1988
Buzina automotiva,,67,3,,,,1988
Mike amplificado para PX,,67,3,,,,1988
Ritmo 2-em-1,,67,3,,,,1988
Contador digital de voltas ou objetos,,68,3,,,,1988
Intercomunicador ultra-simples,,68,3,,,,1988
Seqüencial sem integrado,,69,3,,,,1988
Pré-amplificador,,69,3,,,,1988
Ratoeira eletrônica (II),,70,3,,,,1988
Transmissor de videocassete,,70,3,,,,1988
Iluminação de emergência,,71,3,,,,1988
Microespião,,71,3,,,,1988
Robô Zero-2,,72,3,,,,1988
Robô de estufa,,74,3,,,,1988
Cálculo de multivibradores no MSX,,74,3,,,,1988
Redutor de tensão,,76,3,,,,1988
Termotimer,,76,3,,,,1988
Mixer com pré-escuta digital,,77,3,,,,1988
Marcador digital de combustível,,79,3,,,,1988
Alarme com sensor vibrátil,,79,3,,,,1988
Adaptador de joystick para CP400,,80,3,,,,1988
Regulador de tensão para o carro,,80,3,,,,1988
Transmissor AM de 20W,,82,3,,,,1988
Alarme simples,,82,3,,,,1988
Indicador de níveis lógicos,,83,3,,,,1988
Alarme temporizado,,83,3,,,,1988
VU de leds versátil,,84,3,,,,1988
Transmissor experimental para faixa do cidadão (11 metros),,85,3,,,,1988
Robô falante,,85,3,,,,1988
Walk-talkie para 300 metros,,86,3,,,,1988
Fonte regulável com temporizador,,87,3,,,,1988
Luz de emergência,,87,3,,,,1988
Reparação,,89,3,,,,1988
Transmissor AM,,3,4,,,Áudio,1988
Porteiro eletrônico,,4,4,,,Dispositivos de Segurança,1988
Proteção para TV e aparelhos de som,,5,4,,,Dispositivos de Segurança,1988
Minicentral de jogos,,6,4,,,Jogos,1988
Relógio digital,,7,4,,,Diversos,1988
Tiro ao led,,9,4,,,Jogos,1988
Controle digital de volume (por toque),,10,4,,,Áudio,1988
Central de alarmes,,12,4,,,Dispositivos de Segurança,1988
Tacômetro com UAA170,,13,4,,,Diversos,1988
Freqüencímetro a leds,,14,4,,,Bancada,1988
Alarme residencial,,15,4,,,Dispositivos de Segurança,1988
Teste de reflexos,,17,4,,,Jogos,1988
Provador lógico,,18,4,,,Bancada,1988
Módulo de contagem,,19,4,,,Diversos,1988
Acionador para elevador,,20,4,,,Diversos,1988
Amplificador monoestéreo de dois canais (80W),,21,4,,,Áudio,1988
Órgão digital polifônico,,22,4,,,Efeitos de Luz e Som,1988
Multiprovador para bancada,,23,4,,,Bancada,1988
Alarme residencial temporizado,,25,4,,,Dispositivos de Segurança,1988
Intermitente para aerizador de aquários,,26,4,,,Diversos,1988
Voltímetro a leds,,27,4,,,Bancada,1988
Acionador automático para bombas d'água,,28,4,,,Diversos,1988
VU removível,,29,4,,,Áudio,1988
Alarme de toque,,30,4,,,Dispositivos de Segurança,1988
Cálculos de bobinas,,31,4,,,Informática,1988
Dimmer de potência,,33,4,,,Efeitos de Luz e Som,1988
Pisca-pisca seqüencial,,33,4,,,Efeitos de Luz e Som,1988
Sirene de polícia (alarme para portas),,35,4,,,Efeitos de Luz e Som,1988
Fotocontrole remoto,,36,4,,,Diversos,1988
Central de efeitos luminosos,,37,4,,,Efeitos de Luz e Som,1988
Gerador de 455kHz,,42,4,,,Bancada,1988
Provador de continuidade CMOS,,42,4,,,Bancada,1988
Alarme remoto,,43,4,,,Dispositivos de Segurança,1988
Trava eletrônica para automóvel,,44,4,,,Dispositivos de Segurança,1988
Testador de cabos,,45,4,,,Bancada,1988
Amplificador de 5W,,46,4,,,Áudio,1988
Monitor visual para linha telefônica,,46,4,,,Diversos,1988
Multímetro eletrônico,,47,4,,,Bancada,1988
Crossover eletrônico,,49,4,,,Áudio,1988
Rádio AM de 6 transistores,,50,4,,,Áudio,1988
Seqüencial diferente,,51,4,,,Efeitos de Luz e Som,1988
Semáforo digital,,52,4,,,Efeitos de Luz e Som,1988
"A-276, um jogo eletrônico",,53,4,,,Jogos,1988
Equalizador integrado,,55,4,,,Áudio,1988
Interface para controle seqüencial no MSX,,57,4,,,Informática,1988
Cálculos em circuitos LC,,58,4,,,Informática,1988
Interface para micros,,59,4,,,Informática,1988
Sonar,,60,4,,,Diversos,1988
Desligamento automático para microcomputadores,,61,4,,,Informática,1988
Pré-equalizador,,62,4,,,Áudio,1988
Cálculos de transformadores,,63,4,,,Informática,1988
Pesquisador sonoro para transistores,,64,4,,,Idéias Práticas,1988
Ligação de tweeter e mid-range,,65,4,,,Idéias Práticas,1988
Capacímetro,,65,4,,,Idéias Práticas,1988
Indicador e protetor de polaridade invertida,,66,4,,,Idéias Práticas,1988
Tomada disjuntora,,66,4,,,Idéias Práticas,1988
Proteção contra curto-circuitos em fontes,,67,4,,,Idéias Práticas,1988
VU rítmico duplo,,67,4,,,Idéias Práticas,1988
Conversor digital/analógico,,68,4,,,Idéias Práticas,1988
Chapa para sanduíches,,68,4,,,Idéias Práticas,1988
Cortador de isopor,,69,4,,,Idéias Práticas,1988
Relé de luz,,69,4,,,Idéias Práticas,1988
Proteção contra falta de energia elétrica,,70,4,,,Idéias Práticas,1988
Pinagens dos principais componentes utilizados nos projetos desta edição,,71,4,,,,1988
Transceptor para 50MHz,,3,5,,,Áudio e RF,1989
Temporizador com 4017,,3,5,,,Diversos,1989
Proteção de linhas,,4,5,,,Dispositivos de Segurança,1989
Conversor/repetidor de FM para AM,,5,5,,,Áudio e RF,1989
MIC de ganho,,6,5,,,Áudio e RF,1989
Provador de transistores e diodos,,6,5,,,Bancada,1989
Fonte solar estabilizada de 3 e 6V,,7,5,,,Bancada,1989
Timer,,7,5,,,Diversos,1989
Limpa tubos,,8,5,,,Bancada,1989
Buzina bitonal,,8,5,,,Diversos,1989
Instigador de sono temporizado para rádios,,9,5,,,Diversos,1989
Starsafety,,10,5,,,Dispositivos de Segurança,1989
Porteiro eletrônico,,11,5,,,Áudio e RF,1989
Odômetro para bicicleta,,11,5,,,Diversos,1989
Starter eletrônico,,12,5,,,Diversos,1989
Central de jogos – Esportiva/Loto/Sena,,13,5,,,Jogos,1989
Fonte sem transformador,,14,5,,,Bancada,1989
Politeste,,18,5,,,Bancada,1989
Estufa bacteriológica para laboratório,,18,5,,,Diversos,1989
Transmissor de FM potente,,19,5,,,Áudio e RF,1989
Tranca-alarme seqüencial,,19,5,,,Dispositivos de Segurança,1989
Passarinho eletrônico,,20,5,,,Diversos,1989
Copiador de programas para microcomputadores,,22,5,,,Informática,1989
Chaveamento digital para fechadura eletromagnética,,22,5,,,Diversos,1989
O motor sob controle,,23,5,,,Diversos,1989
Chave programável de áudio,,24,5,,,Áudio e RF,1989
Alarme residencial protegido,,25,5,,,Dispositivos de Segurança,1989
Contador de pulsos,,26,5,,,Diversos,1989
Reverberador com o SAD512D,,27,5,,,Áudio e RF,1989
Relógio digital com despertador programável,,30,5,,,Diversos,1989
Osciloscópio de 10MHz,,34,5,,,Bancada,1989
Sirene policial de 3 sons,,35,5,,,Diversos,1989
Controle automático para bombas d'água,,36,5,,,Diversos,1989
Medindo capacitância com o multímetro,,37,5,,,Bancada,1989
Gerador de padrões para TV no MSX,,37,5,,,Informática,1989
Multímetro digital,,40,5,,,Bancada,1989
Simulador de presença,,41,5,,,Dispositivos de Segurança,1989
Relógio digital,,42,5,,,Diversos,1989
B7485 – Jogo comparador,,43,5,,,Jogos,1989
Controle remoto para TV,,44,5,,,Diversos,1989
Programa para cálculos de transformadores – MSX,,48,5,,,Informática,1989
Analisador de cabos,,50,5,,,Bancada,1989
Monitor para chamada telefônica,,50,5,,,Diversos,1989
VU seqüencial de leds,,51,5,,,Efeitos de Luz e Som,1989
Ampliação de fundo de escala de amperímetro no computador,,51,5,,,Informática,1989
Voltímetro digital,,52,5,,,Bancada,1989
Transmissor telefônico,,53,5,,,Áudio e RF,1989
Intercomunicador integrado,,54,5,,,Áudio e RF,1989
Respondedor eletrônico,,56,5,,,Diversos,1989
Temp-phone,,56,5,,,Diversos,1989
Programa para o cálculo de multivibradores no MSX,,57,5,,,Informática,1989
Ampliador de impedância para multímetros,,61,5,,,Bancada,1989
Grand-prix,,62,5,,,Jogos,1989
Alarme de luz,,64,5,,,Dispositivos de Segurança,1989
Sistema de controle automático,,64,5,,,Diversos,1989
Seqüencial de seis canais vai-e-vem,,66,5,,,Efeitos de Luz e Som,1989
Controle de toque temporizado para luz,,66,5,,,Diversos,1989
Controle remoto infravermelho,,67,5,,,Diversos,1989
Interface para MSX,,68,5,,,Informática,1989
Seqüencial de 20 canais,,69,5,,,Efeitos de Luz e Som,1989
Provador de eletrolíticos,,72,5,,,Idéias Práticas,1989
Transistores de silício usados como diodos zener,,72,5,,,Idéias Práticas,1989
Pisca lâmpada startiária,,72,5,,,Idéias Práticas,1989
Telégrafo experimental,,73,5,,,Idéias Práticas,1989
Intercomunicador de dois transistores,,73,5,,,Idéias Práticas,1989
Miniórgão,,73,5,,,Idéias Práticas,1989
Injetor de sinais,,74,5,,,Idéias Práticas,1989
Simples provador de diodos,,74,5,,,Idéias Práticas,1989
Sinalizador de nível de água,,74,5,,,Idéias Práticas,1989
Bobinador de fita cassete,,75,5,,,Idéias Práticas,1989
