Artigo:,Autor:,Página:,Edição:,Categorias:,Componentes:,Notas:,Data:
Cronômetro de precisão,,52,13,,,,Janeiro/1993
Verificação de rotação de motores,,53,13,,,,Janeiro/1993
Simples alarme eletrônico,,53,13,,,,Janeiro/1993
Super transmissor valvulado de FM,,54,13,,,,Janeiro/1993
Freqüencímetro digital de 0 - 10 MHz,,55,13,,,,Janeiro/1993
Medidor de hFe,,56,13,,,,Janeiro/1993
Seqüencial super 10 C,,57,13,,,,Janeiro/1993
Controle automático para lâmpada,,58,13,,,,Janeiro/1993
Anti-furto para veículos,,58,13,,,,Janeiro/1993
Barômetro,,59,13,,,,Janeiro/1993
Silenciador remoto,,60,13,,,,Janeiro/1993
Estação de solda,,61,13,,,,Janeiro/1993
Alarme anti-furto,,62,13,,,,Janeiro/1993
Sintetizador PLL,,62,13,,,,Janeiro/1993
Gerador de funções de precisão,,64,13,,,,Janeiro/1993
Contador digital II,,65,13,,,,Janeiro/1993
Amplificador de média potência,,66,13,,,,Janeiro/1993
Reparação Saber Eletrônica Fora de Série (fichas de nº 97 a 116),,67,13,,,,Janeiro/1993
Transmissor de TV,,3,14,,,Áudio e Vídeo,Julho/1993
Controle remoto multicanais via rede,,4,14,,,Automação e Controle,Julho/1993
Metrônomo digital PLL,,5,14,,,Bancada,Julho/1993
Amnésia,,6,14,,,Bancada,Julho/1993
Discadora telefônica para alarme,,8,14,,,Dispositivos de Segurança,Julho/1993
Toque-dimmer de luxo,,9,14,,,Luz e Som,Julho/1993
Transmissor de temperatura,,9,14,,,Bancada,Julho/1993
Contador digital de RPM,,12,14,,,Bancada,Julho/1993
Interface D/A para instrumentação,,12,14,,,Bancada,Julho/1993
Ultra-som para fisioterapia,,14,14,,,Diversos,Julho/1993
Fechadura eletrônica PLL,,16,14,,,Dispositivos de Segurança,Julho/1993
Relaxante para o carro,,16,14,,,Diversos,Julho/1993
Teste de DDY,,17,14,,,Bancada,Julho/1993
Temporizador multifunção,,18,14,,,Diversos,Julho/1993
Transmissor de pressão,,19,14,,,Bancada,Julho/1993
Direcionador de antena de TV,,25,14,,,Automação e Controle,Julho/1993
Transmissor de FM de 3 W,,26,14,,,Áudio e Vídeo,Julho/1993
Protetor inteligente,,27,14,,,Dispositivos de Segurança,Julho/1993
Seqüencial programável,,28,14,,,Luz e Som,Julho/1993
Indicador LED de baixo consumo,,30,14,,,Diversos,Julho/1993
Monitor de linha telefônica,,30,14,,,Diversos,Julho/1993
Automatismo completo para máquinas de lavar,,32,14,,,Automação e Controle,Julho/1993
Monitor de linha telefônica II,,33,14,,,Diversos,Julho/1993
Potenciômetro de controle digital multiplexado,,34,14,,,Automação e Controle,Julho/1993
Controle para bomba d'água,,35,14,,,Automação e Controle,Julho/1993
Transmissor de FM estéreo modulado por varicap,,36,14,,,Áudio e Vídeo,Julho/1993
Chave de código programável,,37,14,,,Dispositivos de Segurança,Julho/1993
Ponta de prova para freqüencímetros,,38,14,,,Bancada,Julho/1993
"Transformando ""Tanquinho"" em máquina de lavar roupas",,41,14,,,Automação e Controle,Julho/1993
Nano-PABX,,43,14,,,Áudio e Vídeo,Julho/1993
Pistola de ponto,,43,14,,,Luz e Som,Julho/1993
Transmissor QRP para 40 e 80 m,,45,14,,,Áudio e Vídeo,Julho/1993
Super timer digital,,45,14,,,Diversos,Julho/1993
Timer completo,,47,14,,,Diversos,Julho/1993
Medidor de umidade relativa,,48,14,,,Bancada,Julho/1993
Alarme que atira,,49,14,,,Dispositivos de Segurança,Julho/1993
Controlador de potência para chuveiros,,49,14,,,Automação e Controle,Julho/1993
Alarme temporizado para o carro,,51,14,,,Dispositivos de Segurança,Julho/1993
Processador de áudio,,52,14,,,Áudio e Vídeo,Julho/1993
Rejuvenescedor de cinescópios,,52,14,,,Bancada,Julho/1993
Controle remoto para receptor de TV via satélite,,55,14,,,Áudio e Vídeo,Julho/1993
Inversor profissional para lâmpadas fluorescentes,,57,14,,,Luz e Som,Julho/1993
Contador de passagem,,59,14,,,Automação e Controle,Julho/1993
Mixer multiplex para transmissor de FM,,60,14,,,Áudio e Vídeo,Julho/1993
Transcoder para câmera,,61,14,,,Áudio e Vídeo,Julho/1993
Afinador de violão,,62,14,,,Luz e Som,Julho/1993
Microfone amplificado para PX/PY com bip,,63,14,,,Áudio e Vídeo,Julho/1993
Mesa de som profissional,,64,14,,,Áudio e Vídeo,Julho/1993
Dado viciado,,64,14,,,Diversos,Julho/1993
Reparação Saber Eletrônica Fora de Série (fichas de nº 117 a 132),,67,14,,,,Julho/1993
Velocímetro digital,,4,15,,,Automação e Controle,Janeiro/1994
Sistema de loudness com pré-amplificador,,5,15,,,Áudio e Vídeo,Janeiro/1994
Gerador digital de sinais para PC,,6,15,,,Bancada,Janeiro/1994
VU gráfico,,7,15,,,Áudio e Vídeo,Janeiro/1994
Amplificador de 140 W para o carro,,10,15,,,Áudio e Vídeo,Janeiro/1994
Gerador de vídeo,,11,15,,,Áudio e Vídeo,Janeiro/1994
Crossover de 2 vias,,13,15,,,Áudio e Vídeo,Janeiro/1994
Mobile rítmico a LED,,14,15,,,Áudio e Vídeo,Janeiro/1994
Auto alarme infalível,,17,15,,,Dispositivos de Segurança,Janeiro/1994
Senha de acionamentos,,17,15,,,Dispositivos de Segurança,Janeiro/1994
Calibrador de FI AM / FM 2,,19,15,,,Áudio e Vídeo,Janeiro/1994
Ventilador termométrico,,19,15,,,Diversos,Janeiro/1994
Multímetro / capacímetro digital,,20,15,,,Bancada,Janeiro/1994
Fonte para reparos em videocassetes,,22,15,,,Bancada,Janeiro/1994
Esteira industrial inteligente,,23,15,,,Automação e Controle,Janeiro/1994
Metrônomo eletrônico,,24,15,,,Diversos,Janeiro/1994
Mixer estéreo de 4 entradas,,28,15,,,Áudio e Vídeo,Janeiro/1994
Digidimmer - dimmer digital,,29,15,,,Diversos,Janeiro/1994
Conta-giros digital,,30,15,,,Automação e Controle,Janeiro/1994
Timer digital programável até 100 horas,,32,15,,,Diversos,Janeiro/1994
Controle para caixas acústicas,,33,15,,,Áudio e Vídeo,Janeiro/1994
Codificador para fechadura eletromagnética,,34,15,,,Dispositivos de Segurança,Janeiro/1994
Testador de aparelhos telefônicos,,36,15,,,Bancada,Janeiro/1994
Interface analógico digital para PC,,39,15,,,Diversos,Janeiro/1994
Multi-timer de 24 horas,,41,15,,,Diversos,Janeiro/1994
Antena amplificada DX/PX,,42,15,,,Áudio e Vídeo,Janeiro/1994
Micro walkie-talkie,,42,15,,,Áudio e Vídeo,Janeiro/1994
Alarme residencial,,43,15,,,Dispositivos de Segurança,Janeiro/1994
Super-heretódino de VHF,,44,15,,,Áudio e Vídeo,Janeiro/1994
Carregador de baterias,,45,15,,,Bancada,Janeiro/1994
Relógio eletrônico para xadrez,,46,15,,,Diversos,Janeiro/1994
Capacímetro digital,,47,15,,,Bancada,Janeiro/1994
Bomba d'agua automática,,47,15,,,Automação e Controle,Janeiro/1994
Metamorfose eletrônica,,48,15,,,Diversos,Janeiro/1994
Portão automático,,50,15,,,Automação e Controle,Janeiro/1994
Simulador de EPROM 27128,,51,15,,,Diversos,Janeiro/1994
Braço mecânico,,52,15,,,Automação e Controle,Janeiro/1994
Medidor de ROE,,53,15,,,Bancada,Janeiro/1994
Receptor de ondas curtas de 3 a 20 MHz,,54,15,,,Áudio e Vídeo,Janeiro/1994
Fonte simétrica regulável,,54,15,,,Bancada,Janeiro/1994
Amplificador para o carro,,55,15,,,Áudio e Vídeo,Janeiro/1994
Divibrato,,56,15,,,Áudio e Vídeo,Janeiro/1994
Transmissor de ondas curtas com filtro cerâmico,,56,15,,,Áudio e Vídeo,Janeiro/1994
Caseiro fantasma,,57,15,,,Dispositivos de Segurança,Janeiro/1994
Simulador de linha telefônica,,58,15,,,Bancada,Janeiro/1994
Secretária eletrônica,,58,15,,,Diversos,Janeiro/1994
Temporizador para vitrines e letreiros,,60,15,,,Diversos,Janeiro/1994
Linha telefônica privada,,61,15,,,Diversos,Janeiro/1994
Sistema de alarme,,62,15,,,Dispositivos de Segurança,Janeiro/1994
Simulador de estéreo para TV,,63,15,,,Áudio e Vídeo,Janeiro/1994
Simulador de funções lógicas,,64,15,,,Bancada,Janeiro/1994
Calendário digital,,64,15,,,Diversos,Janeiro/1994
Controle de temperatura para soldadores,,66,15,,,Bancada,Janeiro/1994
Relógio / timer e simulador de presença,,66,15,,,Dispositivos de Segurança,Janeiro/1994
Relógio seqüencial,,68,15,,,Diversos,Janeiro/1994
Reparação Saber Eletrônica Fora de Série (fichas de 133 a 144),,71,15,,,,Janeiro/1994
Super termostato,,4,17,,,Automação e Sinalização,Fevereiro/1995
Simulador de EPROM,,4,17,,,Diversos,Fevereiro/1995
Radar infravermelho,,6,17,,,Dispositivos de Segurança,Fevereiro/1995
Aviso automático de silêncio,,7,17,,,Automação e Sinalização,Fevereiro/1995
Transmissor de FM estéreo,,7,17,,,Transmissores,Fevereiro/1995
Alarme residencial,,8,17,,,Dispositivos de Segurança,Fevereiro/1995
Osciloscópio de LEDs,,11,17,,,Bancada,Fevereiro/1995
Seqüencial com 17 LEDs,,11,17,,,Automação e Sinalização,Fevereiro/1995
Sinalizador para telefone,,13,17,,,Comunicação,Fevereiro/1995
Gerador de estímulos magnéticos,,13,17,,,Diversos,Fevereiro/1995
Medidor de hFE com LED indicador,,14,17,,,Bancada,Fevereiro/1995
VU de LEDs diferente,,14,17,,,Áudio e Vídeo,Fevereiro/1995
Alarme de porta aberta,,15,17,,,Dispositivos de Segurança,Fevereiro/1995
Odômetro para bicicleta,,15,17,,,Diversos,Fevereiro/1995
Meia temperatura para ferro de solda,,16,17,,,Bancada,Fevereiro/1995
Timer digital,,17,17,,,Automação e Sinalização,Fevereiro/1995
Transmissor valvulado de FM,,18,17,,,Transmissores,Fevereiro/1995
Relógio digital de 12 horas,,18,17,,,Diversos,Fevereiro/1995
Teste de fly-back,,21,17,,,Bancada,Fevereiro/1995
Automático para compressor de ar de aquário,,21,17,,,Automação e Sinalização,Fevereiro/1995
Indicador de estado de baterias,,22,17,,,Bancada,Fevereiro/1995
Amplificador linear para PX,,22,17,,,Transmissores,Fevereiro/1995
Gerador de efeitos sonoros,,23,17,,,Áudio e Vídeo,Fevereiro/1995
Transmissor de FM de 50 W,,24,17,,,Transmissores,Fevereiro/1995
Provador de transistores,,25,17,,,Bancada,Fevereiro/1995
Controlador de temperatura de 30 - 60°C,,25,17,,,Automação e Sinalização,Fevereiro/1995
Simples injetor/seguidor de sinais,,26,17,,,Bancada,Fevereiro/1995
Amplificador de 25 W para a faixa dos 11m,,26,17,,,Transmissores,Fevereiro/1995
"Transmissor híbrido de 3,5 MHz",,27,17,,,Transmissores,Fevereiro/1995
Seladora para embalagens plásticas,,28,17,,,Diversos,Fevereiro/1995
Secretária eletrônica,,29,17,,,Comunicação,Fevereiro/1995
Sistema de alarme residencial,,32,17,,,Dispositivos de Segurança,Fevereiro/1995
Som remoto por infravermelho,,32,17,,,Áudio e Vídeo,Fevereiro/1995
Amplificador de 35 W RMS,,33,17,,,Áudio e Vídeo,Fevereiro/1995
Seqüencial sônica bicolor,,34,17,,,Automação e Sinalização,Fevereiro/1995
Controle de sobre e subtensão,,35,17,,,Automação e Sinalização,Fevereiro/1995
Driver serial RS232S,,35,17,,,Diversos,Fevereiro/1995
Semáforo simples,,36,17,,,Automação e Sinalização,Fevereiro/1995
Multiplex estéreo profissional,,38,17,,,Áudio e Vídeo,Fevereiro/1995
Transceptor de VHF,,39,17,,,Transmissores,Fevereiro/1995
Eliminador da chave sobe/desce p/ antenas de carro,,40,17,,,Automação e Sinalização,Fevereiro/1995
Bloqueador de combustível temporizado,,41,17,,,Dispositivos de Segurança,Fevereiro/1995
Fechadura por cartão perfurado,,41,17,,,Dispositivos de Segurança,Fevereiro/1995
VU com indicador de pico,,43,17,,,Áudio e Vídeo,Fevereiro/1995
Monitor digital de temperatura automotivo,,44,17,,,Automação e Sinalização,Fevereiro/1995
Termômetro para multímetro digital,,45,17,,,Automação e Sinalização,Fevereiro/1995
Relógio digital,,45,17,,,Diversos,Fevereiro/1995
Reativador de cinescópios e testador de fly-back,,48,17,,,Bancada,Fevereiro/1995
Alarme de toque,,48,17,,,Dispositivos de Segurança,Fevereiro/1995
Sistema de proteção de fonte,,49,17,,,Bancada,Fevereiro/1995
Comutador para antenas parabólicas,,50,17,,,Automação e Sinalização,Fevereiro/1995
Luz estroboscópica,,50,17,,,Diversos,Fevereiro/1995
Circuito para teste de SCRs,,51,17,,,Bancada,Fevereiro/1995
Alarme de falta de memória,,51,17,,,Dispositivos de Segurança,Fevereiro/1995
Protetor para FAX/MODEM em no-operation,,52,17,,,Comunicação,Fevereiro/1995
Servo timer,,52,17,,,Automação e Sinalização,Fevereiro/1995
Árvore de natal eletrônica,,53,17,,,Automação e Sinalização,Fevereiro/1995
Fone alerta,,53,17,,,Dispositivos de Segurança,Fevereiro/1995
Pisca LEDs para bicicletas,,54,17,,,Automação e Sinalização,Fevereiro/1995
Gerador de alta tensão,,55,17,,,Bancada,Fevereiro/1995
Alarme eficiente,,55,17,,,Dispositivos de Segurança,Fevereiro/1995
Bancada super simples,,58,17,,,Bancada,Fevereiro/1995
Sistema de iluminação de emergência,,58,17,,,Dispositivos de Segurança,Fevereiro/1995
Detector de grampo telefônico,,59,17,,,Comunicação,Fevereiro/1995
Pré-amplificador para microfone de eletreto,,59,17,,,Áudio e Vídeo,Fevereiro/1995
Aquário automático,,60,17,,,Automação e Sinalização,Fevereiro/1995
Amplificador estéreo,,60,17,,,Áudio e Vídeo,Fevereiro/1995
Multímetro digital de baixo consumo,,62,17,,,Bancada,Fevereiro/1995
Grampo telefônico,,63,17,,,Comunicação,Fevereiro/1995
Temporizador universal sem relé,,64,17,,,Automação e Sinalização,Fevereiro/1995
Fonte PWM,,65,17,,,Bancada,Fevereiro/1995
Campainha eletrônica de 5 tons,,66,17,,,Automação e Sinalização,Fevereiro/1995
Reparação Fora de Série (fichas de 153 a 164),,73,17,,,,Fevereiro/1995
Disjuntor Eletrônico,,4,18,,,,Agosto/1995
Micro-transmissor,,4,18,,,,Agosto/1995
Módulo de contagem TTL,,5,18,,,,Agosto/1995
Timer com pré-aviso de fim de tempo,,5,18,,,,Agosto/1995
Controlador de motor de passo,,6,18,,,,Agosto/1995
Elevador de tensão 110/220 V,,7,18,,,,Agosto/1995
VU-Meter luminoso sofisticado,,7,18,,,,Agosto/1995
"Controle digital de volume, balanço, graves e agudos",,9,18,,,,Agosto/1995
Bargraph transistorizado,,10,18,,,,Agosto/1995
Receptor de FM ou VHF,,10,18,,,,Agosto/1995
Seqüencial cruzador vai-e-vem,,11,18,,,,Agosto/1995
Relógio solar com 2N3055,,12,18,,,,Agosto/1995
Teste de estado para bateria,,12,18,,,,Agosto/1995
Fonte de ouvido sem fio,,13,18,,,,Agosto/1995
Monitor de chamada para campainha,,14,18,,,,Agosto/1995
"Fonte ajustável com proteção (0 - 13,8 V x 3 A)",,16,18,,,,Agosto/1995
Teste imediato de transistores e diodos,,16,18,,,,Agosto/1995
Controle remoto por infravermelho,,17,18,,,,Agosto/1995
Freqüencímetro digital,,18,18,,,,Agosto/1995
Walk-talkie para a faixa de VHF e FM,,19,18,,,,Agosto/1995
Amplificador de potência (10 W) para transmissor de FM,,20,18,,,,Agosto/1995
Tabuada Eletrônica,,22,18,,,,Agosto/1995
Medidor de intensidade de campo,,23,18,,,,Agosto/1995
Transistor infravermelho,,23,18,,,,Agosto/1995
Chave de código,,24,18,,,,Agosto/1995
Sinalizador de chamada telefônica,,25,18,,,,Agosto/1995
Timer simples,,25,18,,,,Agosto/1995
Teste de joysticks,,25,18,,,,Agosto/1995
Fonte de 13 V x 5 A,,26,18,,,,Agosto/1995
Efeito visual para bailes,,26,18,,,,Agosto/1995
Provador lógico de CIs,,27,18,,,,Agosto/1995
"""Semáforo"" de continuidade",,27,18,,,,Agosto/1995
Fonte de 0 -12 V x 3 A,,28,18,,,,Agosto/1995
Oscilador de batimento,,29,18,,,,Agosto/1995
Transmissor de FM PLL,,30,18,,,,Agosto/1995
Medidor de ondas estacionárias,,31,18,,,,Agosto/1995
Indicador 110 / 220 VAC,,31,18,,,,Agosto/1995
Temporizador de longa duração,,32,18,,,,Agosto/1995
Seqüencial de alta potência,,33,18,,,,Agosto/1995
Roger Beep,,33,18,,,,Agosto/1995
Automático para cafeteria Walita expresso duo,,34,18,,,,Agosto/1995
Alarme,,35,18,,,,Agosto/1995
Trasmissor de FM digital,,38,18,,,,Agosto/1995
Chave de código,,40,18,,,,Agosto/1995
Pisca-Pisca de potência para árvore de natal,,40,18,,,,Agosto/1995
Sistema inteligente de iluminação de emergência,,42,18,,,,Agosto/1995
Carrilhão eletrônico,,43,18,,,,Agosto/1995
Potênciometro eletrônico,,44,18,,,,Agosto/1995
Bateria eletrônica,,45,18,,,,Agosto/1995
Reconhecedor DTMF,,47,18,,,,Agosto/1995
Chave eletrônica,,48,18,,,,Agosto/1995
Amplificador de RF para FM de 5 W,,48,18,,,,Agosto/1995
Transmissor de dados serial,,50,18,,,,Agosto/1995
Alarme infravermelho residencial,,51,18,,,,Agosto/1995
Transmissor de FM,,51,18,,,,Agosto/1995
Alarme residencial,,52,18,,,,Agosto/1995
Intercomunicador para o LAR,,53,18,,,,Agosto/1995
Central de áudio e vídeo,,57,18,,,,Agosto/1995
Regulador de temperatura para chocadeira,,4,19,,,,Fevereiro/1996
Conversor para fonte,,4,19,,,,Fevereiro/1996
Amplificador de 10 W,,5,19,,,,Fevereiro/1996
Decodificador substituto do TA7159,,5,19,,,,Fevereiro/1996
Comutador de vídeo,,6,19,,,,Fevereiro/1996
Roleta da sorte,,6,19,,,,Fevereiro/1996
Efeito luminoso para natal,,7,19,,,,Fevereiro/1996
Alarme residencial,,8,19,,,,Fevereiro/1996
Estrobo-rítmica seqüencial,,9,19,,,,Fevereiro/1996
O menor alarme do mundo,,10,19,,,,Fevereiro/1996
Bancada simples para ferro,,10,19,,,,Fevereiro/1996
Clock de 1 Hz,,10,19,,,,Fevereiro/1996
Pré-amplificador para guitarra,,11,19,,,,Fevereiro/1996
Controle remoto infravermelho para TV,,11,19,,,,Fevereiro/1996
Transceptor para a faixa dos 80 metros,,14,19,,,,Fevereiro/1996
Fonte de alimentação de precisão,,14,19,,,,Fevereiro/1996
Amplificador de 260 W(rms),,16,19,,,,Fevereiro/1996
Chave codificada,,17,19,,,,Fevereiro/1996
Wilteste - central de testes,,18,19,,,,Fevereiro/1996
Receptor de FM com TDA7000/TDA7052,,19,19,,,,Fevereiro/1996
Temporizador integrado,,19,19,,,,Fevereiro/1996
Amplificador de 20 + 20 W,,26,19,,,,Fevereiro/1996
Som espacial-surround para TV,,26,19,,,,Fevereiro/1996
Fonte estabilizada de 12 V x 2 A,,28,19,,,,Fevereiro/1996
Rejuvenescedor de baterias de relógios,,28,19,,,,Fevereiro/1996
Seqüencial bicolor de LEDs,,29,19,,,,Fevereiro/1996
Pré-magnético,,29,19,,,,Fevereiro/1996
Fonte protegida de 15 V x 1 A,,30,19,,,,Fevereiro/1996
Alarme residencial,,30,19,,,,Fevereiro/1996
Amplificador com o TDA2003,,31,19,,,,Fevereiro/1996
"Efeito ""super-máquina""",,31,19,,,,Fevereiro/1996
Dobrador de tensão,,32,19,,,,Fevereiro/1996
Pisca-pisca de LEDs,,32,19,,,,Fevereiro/1996
Disparador de flash auxiliar,,33,19,,,,Fevereiro/1996
Cara ou coroa eletrônico,,33,19,,,,Fevereiro/1996
Indicador sonoro para seta de motos,,34,19,,,,Fevereiro/1996
Varivolt,,34,19,,,,Fevereiro/1996
Monitor de temperatura ambiente,,35,19,,,,Fevereiro/1996
Anti-furto para moto,,36,19,,,,Fevereiro/1996
Pré-amplificador e saída para FM,,36,19,,,,Fevereiro/1996
Transmissor de FM de 3 watts,,37,19,,,,Fevereiro/1996
Provador de continuidade,,38,19,,,,Fevereiro/1996
Temporizador para 45 minutos,,38,19,,,,Fevereiro/1996
Receptor portátil de FM,,39,19,,,,Fevereiro/1996
Controle remoto,,39,19,,,,Fevereiro/1996
Super gerador de M.A.T.,,40,19,,,,Fevereiro/1996
Multiprovador,,41,19,,,,Fevereiro/1996
Alarme psicológico,,45,19,,,,Fevereiro/1996
Controle remoto via rádio,,45,19,,,,Fevereiro/1996
Disparador de flash auxiliar,,46,19,,,,Fevereiro/1996
Telefone automático ponto a ponto,,47,19,,,,Fevereiro/1996
Sistema eletrônico de segurança no trabalho,,47,19,,,,Fevereiro/1996
Carregador de baterias com controle de corrente,,49,19,,,,Fevereiro/1996
Receptor de VHF,,49,19,,,,Fevereiro/1996
Amplificador de alta potência,,50,19,,,,Fevereiro/1996
Seqüencial de 40 canais,,51,19,,,,Fevereiro/1996
Super-fonte simétrica,,51,19,,,,Fevereiro/1996
Inversor de 50 W,,53,19,,,,Fevereiro/1996
Transmissor para 11 metros com 20 canais,,53,19,,,,Fevereiro/1996
Sistema de alarme,,55,19,,,,Fevereiro/1996
Fonte de MAT,,56,19,,,,Fevereiro/1996
Vela mágica,,56,19,,,,Fevereiro/1996
Chama-peixes,,57,19,,,,Fevereiro/1996
Fonte de 15 V/10 A,,57,19,,,,Fevereiro/1996
Interruptor crepuscular,,58,19,,,,Fevereiro/1996
Amplificador reforçador,,58,19,,,,Fevereiro/1996
Fonte simples de 0 - 12 V x 2 A,,59,19,,,,Fevereiro/1996
"Fonte de alimentação dupla de 1,8 a 23 V x 3 A",,59,19,,,,Fevereiro/1996
Teste de continuidade,,60,19,,,,Fevereiro/1996
Chaveador de antenas de TV,,61,19,,,,Fevereiro/1996
Seleção de circuitos úteis,,62,19,,,,Fevereiro/1996
Práticas de service,,67,19,,,,Fevereiro/1996
Sequencial bicolor com LEDs,,4,20,,,,Agosto/1996
Tranca eletrônica programável,,4,20,,,,Agosto/1996
Linha telefônica simples,,6,20,,,,Agosto/1996
Interruptor para fluorescente temporizado,,7,20,,,,Agosto/1996
"Transmissor de 10 W para 7,6 MHz",,7,20,,,,Agosto/1996
Traçador de curvas,,9,20,,,,Agosto/1996
Secador de mãos,,9,20,,,,Agosto/1996
Controle remoto digital de 4 canais,,11,20,,,,Agosto/1996
Interruptor crepuscular simples,,12,20,,,,Agosto/1996
Alarme de passagem,,12,20,,,,Agosto/1996
Sintonizador satélite estéreo,,13,20,,,,Agosto/1996
Alarme temporizado,,14,20,,,,Agosto/1996
Tiro infravermelho,,16,20,,,,Agosto/1996
Foto acionador temporizado,,17,20,,,,Agosto/1996
Interruptor crepuscular,,17,20,,,,Agosto/1996
Codificador multiplex para estéreo,,18,20,,,,Agosto/1996
Provador de capacitores,,18,20,,,,Agosto/1996
Reforçador de som para carro (100 W),,19,20,,,,Agosto/1996
Temporizador,,20,20,,,,Agosto/1996
Pedal de distorção para violão e guitarra,,20,20,,,,Agosto/1996
Eletrificador de cercas,,21,20,,,,Agosto/1996
Receptor infravermelho para teste de controles remotos,,22,20,,,,Agosto/1996
Alerta visual de tensões,,23,20,,,,Agosto/1996
Temporizador programável,,23,20,,,,Agosto/1996
Pião eletrônico,,25,20,,,,Agosto/1996
"Transmissor de FM 1,45 W",,25,20,,,,Agosto/1996
Regulador série para cargas de bateria com painel solar,,27,20,,,,Agosto/1996
Fonte de 0 -15 V x 3 A com ajuste fino,,27,20,,,,Agosto/1996
Pisca-pisca para mobilete,,28,20,,,,Agosto/1996
Timer melhorado,,29,20,,,,Agosto/1996
Injetor/seguidor de sinais,,34,20,,,,Agosto/1996
Amplificador PWM,,34,20,,,,Agosto/1996
Anti-furto para o carro,,35,20,,,,Agosto/1996
Amplificador de 150 W (RMS),,36,20,,,,Agosto/1996
Injetor de sinais/seguidor e provador de continuidade,,37,20,,,,Agosto/1996
"Fonte de 13,8 V x 10 A",,37,20,,,,Agosto/1996
Campainha telefônica auxiliar,,38,20,,,,Agosto/1996
Amplificador BTL 20 +20 W,,39,20,,,,Agosto/1996
Alarme automotivo power,,40,20,,,,Agosto/1996
Amplificador de 50+50 W,,40,20,,,,Agosto/1996
Amplificador de RF para FM de 25 W,,42,20,,,,Agosto/1996
Simulador de alarme de carro,,42,20,,,,Agosto/1996
Transmissor de FM de 1 watt,,43,20,,,,Agosto/1996
Walkie-talkie para a faixa dos 2 metros,,43,20,,,,Agosto/1996
Fonte com proteção contra curto-circuitos,,45,20,,,,Agosto/1996
Teste de controles remotos infravermelhos,,46,20,,,,Agosto/1996
Controle eletrônico de passagem,,46,20,,,,Agosto/1996
Luz noturna automática,,48,20,,,,Agosto/1996
Amplificador de 150 W,,49,20,,,,Agosto/1996
Capacímetro digital para o módulo LCM300,,49,20,,,,Agosto/1996
Sistema de vídeos de segurança,,51,20,,,,Agosto/1996
Fichas de reparação,,53,20,,,,Agosto/1996
Seleção de circuitos úteis,,67,20,,,,Agosto/1996
Relé de eletrodos dois em um,,3,21,,,,Fevereiro/1997
Amplificador de reforço de 150 W para o carro,,4,21,,,,Fevereiro/1997
Sequencial com strobo,,4,21,,,,Fevereiro/1997
Carregador de baterias automático com luz de emergência,,6,21,,,,Fevereiro/1997
Sensor de palmas biestável,,6,21,,,,Fevereiro/1997
Transceptor para a faixa dos 80 metros,,7,21,,,,Fevereiro/1997
Luz rítmica simples,,8,21,,,,Fevereiro/1997
Detector de aproximação por infravermelhos,,9,21,,,,Fevereiro/1997
Temporizador anti-repique,,10,21,,,,Fevereiro/1997
Detector de DTMF,,11,21,,,,Fevereiro/1997
Luz rítmica de onda completa,,11,21,,,,Fevereiro/1997
Bip para o Cobrinha 19-PLUS ou 19-DX,,12,21,,,,Fevereiro/1997
Alarme para automóvel,,13,21,,,,Fevereiro/1997
Voltímetro automotivo analógico,,14,21,,,,Fevereiro/1997
Mixer de áudio,,14,21,,,,Fevereiro/1997
Alarme para moto,,15,21,,,,Fevereiro/1997
Alarme residencial com chave de código,,15,21,,,,Fevereiro/1997
Receptor para a faixa dos 40 metros,,17,21,,,,Fevereiro/1997
Megaled,,17,21,,,,Fevereiro/1997
Fonte estabilizada,,19,21,,,,Fevereiro/1997
Carregador de bateria de níquel-cádmio,,20,21,,,,Fevereiro/1997
Alarme automotivo,,20,21,,,,Fevereiro/1997
Nervo teste em versão integrada,,21,21,,,,Fevereiro/1997
Eletrificador de cercas a bateria e rede,,21,21,,,,Fevereiro/1997
Receptor AM experimental,,23,21,,,,Fevereiro/1997
Equalizador gráfico,,23,21,,,,Fevereiro/1997
Transmissor de FM de 25 W,,25,21,,,,Fevereiro/1997
Comando para boliche automático,,26,21,,,,Fevereiro/1997
"Fonte simétrica de 2,5 A",,26,21,,,,Fevereiro/1997
Timer digital automático,,27,21,,,,Fevereiro/1997
Codificador/decodificador para controle remoto,,29,21,,,,Fevereiro/1997
Campainha musical,,31,21,,,,Fevereiro/1997
Sequencial de 10 LEDs,,32,21,,,,Fevereiro/1997
Mini gerador de MAT,,32,21,,,,Fevereiro/1997
Interruptor eletrônico para inversor,,33,21,,,,Fevereiro/1997
"Fonte de alimentação com proteção contra curto-circuito, sobrecarga e superaquecimento",,34,21,,,,Fevereiro/1997
Alarme com comando magnético,,35,21,,,,Fevereiro/1997
Transmissor de VHF de 20 W sintetizado (144 MHz),,35,21,,,,Fevereiro/1997
Transmissor de FM de 7 W,,37,21,,,,Fevereiro/1997
Distribuidor de vídeo,,37,21,,,,Fevereiro/1997
Amplificador de 60/90/130 watts RMS,,38,21,,,,Fevereiro/1997
"Fonte de 13,8 V x 10 A",,39,21,,,,Fevereiro/1997
Conversor 12 VDC para 110 VAC,,40,21,,,,Fevereiro/1997
Chave 110/220 V automática,,41,21,,,,Fevereiro/1997
Transmissor de FM potente,,41,21,,,,Fevereiro/1997
Multi-efeito luminoso,,42,21,,,,Fevereiro/1997
